Protein,INT_M.1,INT_M.2,POS_M.1,POS_M.2,pvalue,log2FC,imputed_log2FC,imputed_Pvalue,imputed_adjPvalue
Q64737,14.67575173,14.75171425,14.64733068,14.71010897,0.954984283,0.035013164,0.035013164,0.954984283,0.997566344
Q68ED3,18.49416025,19.13194737,18.32465522,18.79680645,0.543279219,0.252322975,0.252322975,0.543279219,0.997566344
Q68FD5,15.46748019,16.00736555,15.9042651,15.8516517,0.849369717,-0.140535527,-0.140535527,0.849369717,0.997566344
Q68FF6,15.2997804,15.2913672,15.62217355,15.26755885,0.822104354,-0.149292402,-0.149292402,0.822104354,0.997566344
Q68FF7,16.69329637,16.30149619,16.16537811,16.15408629,0.49155802,0.33766408,0.33766408,0.49155802,0.997566344
Q68FL6,15.87905192,16.03523135,15.79279335,16.04758202,0.952052376,0.036953948,0.036953948,0.952052376,0.997566344
Q69Z37,11.77815929,13.37626108,12.81141483,12.96659557,0.695127442,-0.311795023,-0.311795023,0.695127442,0.997566344
Q69ZK5,14.02141379,14.80966766,13.84872073,13.90951811,0.336205591,0.536421302,0.536421302,0.336205591,0.997566344
Q69ZN7,13.04355709,13.69248782,14.28410527,14.55020567,0.191751036,-1.049133015,-1.049133015,0.191751036,0.988262249
Q69ZR2,15.44018788,15.42334575,16.33891044,15.93311431,0.181152958,-0.704245564,-0.704245564,0.181152958,0.988262249
Q69ZS7,15.17505533,15.45535855,14.75275029,14.59431936,0.353920906,0.641672111,0.641672111,0.353920906,0.997566344
Q6A068,13.34983409,14.16254868,14.18363538,12.94196459,0.776606671,0.1933914,0.1933914,0.776606671,0.997566344
Q6A068;A0A1W2P855;A0A1W2P7Z8;A0A1W2P7S8;A0A1W2P7H4;A0A1W2P6Q8,15.0160683,15.01550217,14.89723097,14.64487023,0.699153358,0.244734635,0.244734635,0.699153358,0.997566344
Q6A0A2,14.78182073,14.7161228,14.55434902,14.66494721,0.743502511,0.139323652,0.139323652,0.743502511,0.997566344
Q6A0A9,16.96803765,16.80442852,16.56209899,16.59860438,0.614116705,0.305881403,0.305881403,0.614116705,0.997566344
Q6A4J8,14.4081071,14.56663699,14.83357747,14.22450518,0.946785628,-0.04166928,-0.04166928,0.946785628,0.997566344
Q6AW69,12.87255946,12.50667949,12.58127121,11.96596461,0.554175983,0.416001566,0.416001566,0.554175983,0.997566344
Q6DIC0,14.50339098,14.60066792,14.61332905,14.55152803,0.949700055,-0.030399095,-0.030399095,0.949700055,0.997566344
Q6NSR3,16.19806129,15.49569891,15.77897545,15.14090963,0.369443763,0.386937558,0.386937558,0.369443763,0.997566344
Q6NV83,17.07085469,16.51181441,16.13020856,16.42840925,0.330181313,0.512025647,0.512025647,0.330181313,0.997566344
Q6NZC7,15.15579367,15.14039044,15.00154014,14.90758596,0.73820146,0.193529006,0.193529006,0.73820146,0.997566344
Q6NZJ6,16.92580648,16.8576496,16.38492082,16.19493248,0.285928812,0.601801396,0.601801396,0.285928812,0.996315489
Q6NZR5,13.98974928,13.95909634,14.13835181,13.95128471,0.86060113,-0.070395451,-0.070395451,0.86060113,0.997566344
Q6P1H6,14.68917902,15.96049976,15.38299546,14.84539204,0.83059079,0.210645642,0.210645642,0.83059079,0.997566344
Q6P4T2,15.53317762,16.00107827,15.56245113,15.56447701,0.718432593,0.203663872,0.203663872,0.718432593,0.997566344
Q6P542,15.97027626,15.98577524,15.57208685,15.57707643,0.519092385,0.403444111,0.403444111,0.519092385,0.997566344
Q6P549,15.04827387,15.30776647,14.81756524,14.70101355,0.486789573,0.41873078,0.41873078,0.486789573,0.997566344
Q6P8I4,16.71150547,16.27727852,15.85277871,15.43162528,0.243273887,0.852189998,0.852189998,0.243273887,0.988262249
Q6P8X1,14.80990018,14.8727932,15.08464777,14.85813891,0.81106821,-0.130046649,-0.130046649,0.81106821,0.997566344
Q6P9Q6,15.3074259,15.42347962,15.15016588,15.12073632,0.598639554,0.230001658,0.230001658,0.598639554,0.997566344
Q6P9R2,15.36963142,15.01882321,15.27753603,15.51111465,0.711679321,-0.200098022,-0.200098022,0.711679321,0.997566344
Q6PAM1,16.10607138,15.74713104,16.14787718,15.31564728,0.693059814,0.194838978,0.194838978,0.693059814,0.997566344
Q6PAR5,16.0861597,16.11323733,16.08666905,15.9656467,0.872550577,0.073540635,0.073540635,0.872550577,0.997566344
Q6PB44,14.26011915,14.31529298,14.39112371,14.32805908,0.883564268,-0.071885329,-0.071885329,0.883564268,0.997566344
Q6PB66,14.83166325,15.21359931,13.79192472,14.04100546,0.157620322,1.106166191,1.106166191,0.157620322,0.988262249
Q6PCP5,15.20890261,15.48154944,14.92904397,14.64267674,0.449271173,0.559365674,0.559365674,0.449271173,0.997566344
Q6PD03,15.46312881,15.73160599,15.90487182,15.58124187,0.838388177,-0.145689447,-0.145689447,0.838388177,0.997566344
Q6PDG5,13.94333898,13.78851443,13.92379172,13.8390069,0.979349379,-0.015472602,-0.015472602,0.979349379,0.997566344
Q6PDG5;P97496,16.39079033,16.76823603,16.55976544,16.50074853,0.943652158,0.04925619,0.04925619,0.943652158,0.997566344
Q6PDH0,15.59455788,16.3589602,15.76256371,15.65287298,0.829551556,0.269040695,0.269040695,0.829551556,0.997566344
Q6PDL0,14.28749596,14.01131463,15.11345731,14.70725127,0.281592648,-0.760948998,-0.760948998,0.281592648,0.996315489
Q6PDM2,15.46698943,15.34456081,15.25096453,15.71390702,0.857980879,-0.076660656,-0.076660656,0.857980879,0.997566344
Q6PDQ2,14.06785447,14.06356361,14.18882062,14.30228192,0.78986579,-0.17984223,-0.17984223,0.78986579,0.997566344
Q6PDQ2;A2A8L1,14.78125725,14.70752091,15.21712467,15.50214808,0.347257923,-0.615247295,-0.615247295,0.347257923,0.997566344
Q6PDQ2;A2A8L1;B1AR17,13.96884676,14.2753243,13.80100098,13.94918837,0.760663248,0.246990854,0.246990854,0.760663248,0.997566344
Q6PEB6,14.76326425,14.88273856,15.20670915,14.64447596,0.861918667,-0.102591152,-0.102591152,0.861918667,0.997566344
Q6PGB6,16.44852799,16.43031067,16.20424362,15.83734076,0.571107898,0.418627141,0.418627141,0.571107898,0.997566344
Q6PGC1,11.64912142,12.06147245,12.45267882,12.18846522,0.631485617,-0.46527508,-0.46527508,0.631485617,0.997566344
Q6PGF7,15.68989105,15.78856541,15.50614342,15.39087427,0.685655985,0.290719386,0.290719386,0.685655985,0.997566344
Q6PGL7,16.01635285,16.28626813,16.20618177,15.91844661,0.828100115,0.088996303,0.088996303,0.828100115,0.997566344
Q6PHN9,14.05131549,13.83319969,14.04479672,14.27155545,0.691900195,-0.215918493,-0.215918493,0.691900195,0.997566344
Q6PHZ2,15.33608595,15.32621227,16.16475493,16.17600279,0.240216675,-0.839229753,-0.839229753,0.240216675,0.988262249
Q6PIE5,17.88291764,17.7412958,16.69710332,16.60688229,0.129789741,1.160113916,1.160113916,0.129789741,0.988262249
Q6PIE5;Q8VDN2;Q6PIC6,15.96522062,16.31075477,16.8080089,15.94272067,0.684710367,-0.237377086,-0.237377086,0.684710367,0.997566344
Q6PIE5;Q8VDN2;Q6PIC6;Q64436,13.94049713,13.85057755,13.05275483,13.18272023,0.375994224,0.777799813,0.777799813,0.375994224,0.997566344
Q6PIU9,16.5023812,16.02444712,15.78853992,15.16474983,0.206382802,0.786769287,0.786769287,0.206382802,0.988262249
Q6Q477,16.99346916,17.25561875,18.10292914,17.36504084,0.366642039,-0.609441036,-0.609441036,0.366642039,0.997566344
P70460,13.2094229,13.20437245,14.41045135,14.24607253,0.043433545,-1.121364262,-1.121364262,0.043433545,0.988262249
Q6R0H7,15.73192017,15.9910707,15.59520391,15.5528703,0.591810261,0.287458329,0.287458329,0.591810261,0.997566344
Q6URW6,14.85319501,15.22686958,15.72241255,16.03424945,0.508283716,-0.838298705,-0.838298705,0.508283716,0.997566344
Q6WVG3,15.52817937,15.06890421,15.51209229,15.10603124,0.990874604,-0.010519977,-0.010519977,0.990874604,0.997566344
Q6WVG3;Q8C7J6,14.72029771,14.88259529,15.50398098,14.94795649,0.570913319,-0.424522235,-0.424522235,0.570913319,0.997566344
Q6Y685,16.5352723,16.25657728,16.29043017,16.13916358,0.762864336,0.181127917,0.181127917,0.762864336,0.997566344
Q6Y7W8,14.37950038,15.06746598,13.53685005,13.30435283,0.187824203,1.302881736,1.302881736,0.187824203,0.988262249
Q6Y7W8;E9Q295,15.34103228,15.23948665,15.35552316,14.98584194,0.840850916,0.119576918,0.119576918,0.840850916,0.997566344
Q6ZPE2,14.62548055,14.74793071,14.70870671,14.60669437,0.955034251,0.029005087,0.029005087,0.955034251,0.997566344
Q6ZPJ0,16.75441984,16.77602835,16.6859465,16.18412193,0.53564624,0.330189887,0.330189887,0.53564624,0.997566344
Q6ZPJ3,12.28149541,12.93481502,13.15761536,12.45953408,0.83510601,-0.200419505,-0.200419505,0.83510601,0.997566344
Q6ZPV2,14.91517914,14.7918751,14.1774974,14.17000327,0.281598884,0.679776788,0.679776788,0.281598884,0.996315489
Q6ZPZ3,12.99984149,12.41487018,12.64615365,12.36169709,0.75260293,0.203430465,0.203430465,0.75260293,0.997566344
Q6ZQ08,14.30976576,14.49654809,14.75809542,14.35816983,0.812250213,-0.154975704,-0.154975704,0.812250213,0.997566344
Q6ZQ38,15.59921113,16.13524266,16.06522885,16.21402496,0.732240355,-0.272400005,-0.272400005,0.732240355,0.997566344
Q6ZQ58,15.24082859,15.13233906,15.47367404,15.30723639,0.717149845,-0.203871391,-0.203871391,0.717149845,0.997566344
Q6ZWN5,16.28586302,16.60198728,16.06548538,16.35296282,0.721311683,0.234701048,0.234701048,0.721311683,0.997566344
Q6ZWQ0,13.77267282,13.72657062,13.39185464,13.20868036,0.46993567,0.449354218,0.449354218,0.46993567,0.997566344
Q6ZWV3,16.33580903,16.33904968,15.84168719,16.69940978,0.921725622,0.066880869,0.066880869,0.921725622,0.997566344
Q6ZWV3;P86048,15.6909801,15.94262904,15.84737549,16.1404903,0.71343239,-0.177128325,-0.177128325,0.71343239,0.997566344
Q6ZWV7;G3UWD7,17.10359517,17.12222135,17.31831331,17.72187353,0.455174626,-0.407185161,-0.407185161,0.455174626,0.997566344
Q6ZWX6,16.83603002,16.99487491,16.17382235,15.80536491,0.307439061,0.925858841,0.925858841,0.307439061,0.997566344
Q3U7R1,16.1405684,16.3896481,17.69998306,17.38698721,0.038206976,-1.278376885,-1.278376885,0.038206976,0.988262249
Q71LX4,15.51118085,15.47935665,16.78647165,16.29361463,0.093708714,-1.044774388,-1.044774388,0.093708714,0.988262249
Q76MZ3,15.20926296,15.3240047,15.72411411,15.31380419,0.531750582,-0.252325322,-0.252325322,0.531750582,0.997566344
Q78IK4,16.72592974,16.69247929,15.27003977,15.30606418,0.053407128,1.421152543,1.421152543,0.053407128,0.988262249
Q78PY7,14.88941064,14.8754134,15.44805709,15.31050118,0.299069991,-0.496867109,-0.496867109,0.299069991,0.997566344
Q78ZA7,17.79592942,17.51529317,17.40972123,16.98652734,0.504851964,0.457487008,0.457487008,0.504851964,0.997566344
Q78ZA7;P28656,16.81089793,16.81365595,17.1341054,16.96983617,0.775304392,-0.239693843,-0.239693843,0.775304392,0.997566344
Q791V5,17.04785762,17.68250176,16.09360992,15.71965328,0.104020937,1.458548093,1.458548093,0.104020937,0.988262249
Q7M6Y3,14.90914669,15.01626603,15.11375498,15.30774737,0.769399784,-0.248044824,-0.248044824,0.769399784,0.997566344
Q7TMB8,14.45541554,14.87848277,14.83509667,14.71709203,0.849882349,-0.109145195,-0.109145195,0.849882349,0.997566344
Q7TMB8;Q5SQX6,16.52121702,16.90395244,17.30599046,17.78698426,0.283710667,-0.833902636,-0.833902636,0.283710667,0.996315489
Q7TMF3,19.82404509,19.62043821,18.259026,17.70886834,0.150365603,1.738294477,1.738294477,0.150365603,0.988262249
Q7TMK9,15.08433033,15.14956521,15.00622372,14.89346207,0.823701034,0.167104876,0.167104876,0.823701034,0.997566344
Q7TNG8,15.57459353,15.71941556,14.83885922,14.16584915,0.138380155,1.144650363,1.144650363,0.138380155,0.988262249
Q7TQD2,14.38786112,14.49019911,14.2027732,13.89553972,0.526602296,0.389873654,0.389873654,0.526602296,0.997566344
Q7TQH0,16.2378066,15.98524858,15.77958354,15.6537146,0.381690691,0.394878518,0.394878518,0.381690691,0.997566344
Q7TQK5,14.78448149,14.86973841,14.83748011,15.06444807,0.861011406,-0.123854136,-0.123854136,0.861011406,0.997566344
Q7TRE6,16.84732655,17.0768156,15.96386693,15.6490035,0.274859285,1.155635857,1.155635857,0.274859285,0.996315489
Q7TSC1,15.89009799,15.72879341,15.41644698,15.21597719,0.317059517,0.493233615,0.493233615,0.317059517,0.997566344
Q7TSH2,16.02262972,16.2664457,16.27229781,16.1313663,0.914634665,-0.057294343,-0.057294343,0.914634665,0.997566344
Q7TSI3,14.73610709,14.61306304,14.71266611,14.57180018,0.960905078,0.032351922,0.032351922,0.960905078,0.997566344
Q7TT37,14.61211978,14.60733031,14.65793247,14.70789832,0.893162941,-0.073190347,-0.073190347,0.893162941,0.997566344
Q7TT50,15.78536529,15.95036357,15.48329078,15.20897789,0.374511459,0.521730097,0.521730097,0.374511459,0.997566344
Q70FJ1,13.37417576,14.03426465,15.33028796,15.05428838,0.022392842,-1.488067963,-1.488067963,0.022392842,0.988262249
Q80SW1,17.0621601,17.28426763,15.94559331,16.27033489,0.209377152,1.065249767,1.065249767,0.209377152,0.988262249
Q80SW1;Q68FL4,17.52110344,17.43977335,16.35966551,16.30660116,0.098361565,1.14730506,1.14730506,0.098361565,0.988262249
Q80TL7,14.01834228,14.08701476,13.84017446,14.09292167,0.857193925,0.086130454,0.086130454,0.857193925,0.997566344
Q80U63,15.65315297,15.85612883,14.66020901,14.70600957,0.196381611,1.071531608,1.071531608,0.196381611,0.988262249
Q80U72,16.023008,15.90499561,15.6515351,15.37296337,0.527101522,0.451752569,0.451752569,0.527101522,0.997566344
Q80U72;Q80VQ1,15.96911667,16.39250191,15.74370366,16.0526954,0.656603001,0.282609754,0.282609754,0.656603001,0.997566344
Q80U93,15.02687005,15.05646837,14.73073547,14.5768386,0.458085328,0.387882176,0.387882176,0.458085328,0.997566344
Q80UG5,16.55701564,16.59511315,15.17735031,15.09282722,0.090687378,1.440975625,1.440975625,0.090687378,0.988262249
Q80UJ7,16.28972223,16.13318986,16.21841944,16.1982869,0.995683899,0.003102877,0.003102877,0.995683899,0.998134813
Q80UM3,14.22580994,14.30242473,13.97315921,13.92109709,0.543208521,0.316989184,0.316989184,0.543208521,0.997566344
Q80VI1,15.10691204,15.31373335,14.89982502,14.8343229,0.578582715,0.343248733,0.343248733,0.578582715,0.997566344
Q80VL1,15.43080292,15.27204934,14.84183086,14.52138987,0.349542105,0.669815767,0.669815767,0.349542105,0.997566344
Q80VY9,11.6553071,11.35198823,10.95514132,11.06850959,0.501083958,0.491822213,0.491822213,0.501083958,0.997566344
Q80WJ7,15.88572479,15.97257617,15.87985383,15.26502729,0.587183921,0.35670992,0.35670992,0.587183921,0.997566344
Q80WQ2,16.63334871,16.44218555,17.1447872,17.40657512,0.320037367,-0.737914027,-0.737914027,0.320037367,0.997566344
Q80X50,16.046744,16.00863222,15.56279333,15.23026454,0.254666804,0.631159174,0.631159174,0.254666804,0.995139818
Q80X80,15.23572203,15.09390275,15.52690982,14.85810406,0.966673372,-0.027694556,-0.027694556,0.966673372,0.997566344
Q80XI3,15.02842411,14.91485225,15.16561365,14.96952143,0.89356253,-0.095929358,-0.095929358,0.89356253,0.997566344
Q80XL6,15.57310342,15.82167434,15.11072798,14.94023531,0.373992666,0.67190724,0.67190724,0.373992666,0.997566344
Q80XL6;F6U473,16.43771957,16.39493155,15.7607979,15.58634137,0.368286332,0.742755921,0.742755921,0.368286332,0.997566344
Q80Y14,15.80489079,16.12608415,15.44510389,15.13436053,0.27066136,0.675755259,0.675755259,0.27066136,0.996315489
Q80Y98,14.93872019,15.23682301,14.90796844,14.71767642,0.694820106,0.274949172,0.274949172,0.694820106,0.997566344
Q80YR5,15.20036224,14.94781955,15.12948427,14.5526691,0.684138182,0.233014211,0.233014211,0.684138182,0.997566344
Q80YR5;D3YXK2,14.35954368,13.52601011,13.47027756,14.09044328,0.847491842,0.162416476,0.162416476,0.847491842,0.997566344
Q80ZF8,15.30534928,15.31991904,14.02106672,13.55674553,0.142092089,1.523728038,1.523728038,0.142092089,0.988262249
Q80ZK0,16.74043959,16.22516977,15.38292793,15.61542848,0.136921749,0.983626471,0.983626471,0.136921749,0.988262249
Q80ZM8,14.22874355,14.44346161,11.98156728,9.871751,0.075554367,2.354535298,2.354535298,0.075554367,0.988262249
Q80ZX0,14.23032157,14.22273575,14.26532907,13.95158641,0.828349271,0.118070921,0.118070921,0.828349271,0.997566344
Q810A7,17.06896717,17.10298038,16.99843617,16.70603728,0.721385421,0.233737048,0.233737048,0.721385421,0.997566344
Q811D0,16.02337145,15.8425369,15.3822199,15.14388501,0.333217093,0.669901723,0.669901723,0.333217093,0.997566344
Q811D0;Q91XM9,16.36951215,16.00360575,15.36621975,15.15347286,0.300444978,0.926712645,0.926712645,0.300444978,0.997566344
Q811I0,13.67176219,14.21219237,14.22415245,13.29763279,0.792291675,0.18108466,0.18108466,0.792291675,0.997566344
Q8BFP9,16.16071162,16.59587579,15.71835159,15.84469222,0.442804504,0.596771799,0.596771799,0.442804504,0.997566344
