"","UNIPROT","SYMBOL","X.1","NegControl.1","NegControl.2","INT.1","INT.2","INT.3","INT.4","POS.1","POS.2","POS.3","POS.4","pvalue","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","X","log10pvalue","diffexpressed","unpacked"
"1375","Q5XKN4","Jagn1",360,14.17148958,14.52906447,16.33082937,16.68469384,16.67714152,16.42929231,15.61252298,16.82600221,17.03359507,16.69628839,0.971416826,0.011612902,0.971416826,0.983924941,NA,0.125943783432526,"NS","Q5XKN4"
"1376","Q5XPI3","Rnf123",925,11.91707366,12.04930403,14.55758336,15.28955064,14.7432566,14.49847527,13.69076191,14.72211376,14.55860008,14.28004576,0.131654821,-0.459336093,0.131654821,0.353422851,NA,8.80563233061049,"NS","Q5XPI3"
"1377","Q60575","Kif1b",739,10.42080487,10.03454872,14.3198294,14.81709134,14.30820983,14.40339129,13.27374567,14.61395528,14.49115437,14.21396012,0.34596094,-0.313926604,0.34596094,0.589689801,NA,4.60972931554171,"NS","Q60575"
"1381","Q60597","Ogdh",1588,11.18295973,13.57775189,14.54216524,15.89631684,14.89037618,15.46974125,12.32786779,13.66312954,13.40640198,12.9497364,0.009449637,-2.112865952,0.009449637,0.131329092,NA,20.2458487423411,"INT","Q60597"
"1385","Q60598","Cttn",868,11.5735827,11.74673555,15.9454265,16.71680234,16.08739025,16.21690891,14.83642758,16.24115022,16.30394124,15.97032827,0.291511249,-0.403670175,0.291511249,0.538435347,NA,5.35344681781928,"NS","Q60598"
"1386","Q60605","Myl6",270,14.15402197,12.81016702,14.90028224,15.29166075,14.63926832,15.01043804,14.51823497,15.58549861,15.29620866,15.06861823,0.669561841,0.156727778,0.669561841,0.819358709,NA,1.74209305187079,"NS","Q60605"
"1387","Q60634","Flot2",516,14.03686673,13.13950424,16.00101056,16.16090532,16.03396054,16.15750256,14.91982445,16.17909489,16.35202025,16.37202551,0.727899689,-0.132603475,0.727899689,0.851741919,NA,1.37928466175182,"NS","Q60634"
"1388","Q60668","Hnrnpd",329,14.31025774,13.18191317,15.56322607,15.82702011,15.60686784,15.21727616,14.83313717,15.92944336,15.76386073,15.97540019,0.841988401,0.071862816,0.841988401,0.91060154,NA,0.746938911801512,"NS","Q60668"
"1389","Q60710","Samhd1",17,14.66053545,12.19074947,14.15321661,14.97961874,14.18856918,14.72128612,15.22659333,16.19274198,16.00923961,16.45485766,0.034954197,1.460185483,0.034954197,0.186804394,NA,14.5650067043312,"POS","Q60710"
"1390","Q60714","Slc27a1",198,13.78248638,13.01272928,15.26600521,15.82122589,14.99329224,15.31181926,14.78460786,16.287514,15.71274193,15.74609438,0.455893601,0.284653893,0.455893601,0.678016943,NA,3.41136503586354,"NS","Q60714"
"1391","Q60737","Csnk2a1",1156,12.0167202,12.593151,15.40944441,15.82356941,15.83232681,15.88900724,14.22044661,15.51101055,15.41092877,15.0637396,0.062127949,-0.687055581,0.062127949,0.249747939,NA,12.067129833044,"NS","Q60737"
"1392","Q60749","Khdrbs1",521,13.90067816,12.82535634,15.93509597,16.21278134,15.83108453,15.70000615,14.85374815,16.36894973,16.01893908,15.8922582,0.72875128,-0.13626821,0.72875128,0.851913236,NA,1.37420669424767,"NS","Q60749"
"1396","Q60790","Rasa3",92,12.01010661,11.59647338,14.05625145,14.81424045,13.90657792,14.56555362,14.19428215,15.5370353,15.10139311,15.07476304,0.098026189,0.641212543,0.098026189,0.315323745,NA,10.0865788125925,"NS","Q60790"
"1397","Q60823","Akt2",1100,14.25143391,14.75821518,16.54786486,17.47616612,16.82552341,16.96605241,15.31308726,16.76741441,16.75037467,16.468318,0.140293394,-0.629103119,0.140293394,0.362670174,NA,8.52962778129812,"NS","Q60823"
"1398","Q60854","Serpinb6a",34,15.64014586,14.31020961,15.66339447,16.14216602,15.4455074,15.75155358,15.77014126,17.29612445,17.13388582,17.16269249,0.041553736,1.090055637,0.041553736,0.205874134,NA,13.8138992371516,"POS","Q60854"
"1399","Q60864","Stip1",993,12.74700069,12.38721187,16.22897991,17.09614604,16.09257792,16.12005748,15.03195744,16.39993025,16.03683546,15.93629403,0.176823278,-0.53318604,0.176823278,0.411825466,NA,7.52460562617716,"NS","Q60864"
"1400","Q60865","Caprin1",1283,11.79418672,12.17846258,15.84061584,16.2900522,15.65653526,15.55850004,14.19711819,15.40149548,15.19922233,15.03100541,0.02086085,-0.879215483,0.02086085,0.156206467,NA,16.8066799970677,"INT","Q60865"
"1401","Q60870",NA,88,16.1461112,14.722007,17.5252761,18.00579996,17.70859895,17.15036213,17.33978043,18.91049635,18.57905808,18.19940396,0.181877686,0.659675416,0.181877686,0.415210964,NA,7.40220579889318,"NS","Q60870"
"1402","Q60902","Eps15l1",1011,13.12054977,12.63471825,16.14122325,16.65381771,16.39478944,16.27934053,14.98476234,16.29955588,16.03184162,15.93344706,0.105076024,-0.55489101,0.105076024,0.321660328,NA,9.78496368961045,"NS","Q60902"
"1403","Q60930","Vdac2",1417,14.83802777,15.12043006,16.71153545,17.9841514,17.19633317,17.51686522,15.30553551,16.73568823,16.3491257,15.930899,0.012353123,-1.271909202,0.012353123,0.137915004,NA,19.0822323429024,"INT","Q60930"
"1404","Q60931","Vdac3",1193,14.15137878,14.39525274,15.8844102,16.8250905,16.03849847,16.66103419,14.74423807,16.09525119,15.8168065,15.84391729,0.078564728,-0.727205074,0.078564728,0.284777497,NA,11.0477238873276,"NS","Q60931"
"1405","Q60936","Coq8a",1607,13.03591127,15.93761766,17.2483797,18.3746389,17.62808442,17.68243444,14.37917685,16.04655511,15.43842282,15.53665587,0.009453407,-2.383181702,0.009453407,0.131329092,NA,20.244116439101,"INT","Q60936"
"1406","Q61033","Tmpo",497,8.745844,9.177247,12.22351909,13.17369275,12.77247954,12.34257475,11.49019906,12.93805418,13.3394325,12.28250931,0.809636055,-0.11551777,0.809636055,0.893504922,NA,0.917101599177084,"NS","Q61033"
"1407","Q61035","Hars",764,11.93310047,12.334804,15.03393914,15.36498957,15.12541347,14.87589331,13.98388429,15.41913724,14.94708898,14.70757483,0.303771381,-0.335637537,0.303771381,0.551117542,NA,5.17453144427298,"NS","Q61035"
"1411","Q61074","Ppm1g",1323,10.11361195,9.177247,14.39914438,15.83651888,14.8134806,14.23586465,12.85681455,14.59163922,13.8622499,14.02937351,0.101238817,-0.986232833,0.101238817,0.317517143,NA,9.94652938319926,"NS_INT","Q61074"
"1412","Q61081","Cdc37",757,11.19281948,10.88224132,14.44104027,15.39516592,14.71922575,14.28960489,13.45874825,15.17488668,14.36925653,14.5252761,0.440393907,-0.329217316,0.440393907,0.662392291,NA,3.56158698271093,"NS","Q61081"
"1413","Q61087","Lamb3",467,10.20774647,12.01262454,14.52037314,14.30912104,14.69702184,14.29476432,14.03737536,14.81011972,14.87714032,13.7137087,0.834563491,-0.095734061,0.834563491,0.908476084,NA,0.785406179517091,"NS","Q61087"
"1414","Q61102","Abcb7",895,12.57174945,12.99495259,14.35564995,15.30585858,14.34891517,14.73763651,13.26610015,14.9127899,14.53591428,14.30835255,0.311842915,-0.431225835,0.311842915,0.559806114,NA,5.06064118572472,"NS","Q61102"
"1415","Q61133","Gstt2",702,10.92666663,11.91796873,13.82803729,14.23122118,13.86292788,14.58970966,12.78702509,14.22128502,14.56629193,13.77571315,0.526701291,-0.290395205,0.526701291,0.729915193,NA,2.78435617139977,"NS","Q61133"
"1416","Q61136","Prpf4b",641,12.6010279,11.77280941,15.37106192,15.45955969,15.02842411,15.11313169,14.29519496,15.4048422,15.1263415,15.23118367,0.460107715,-0.228653774,0.460107715,0.681176726,NA,3.37140484505609,"NS","Q61136"
"1417","Q61171","Prdx2",1001,13.53582532,13.64021583,15.70610526,16.45602132,16.01968527,16.07622371,14.6307947,16.07378376,15.84910671,15.52331755,0.139135611,-0.545258211,0.139135611,0.361708208,NA,8.56561700479194,"NS","Q61171"
"1418","Q61183","Papola",478,12.037444,12.08291411,14.14633001,15.15754431,14.31981322,14.96934155,13.6178118,15.49997042,14.5238682,14.54659306,0.817433656,-0.101196402,0.817433656,0.899066707,NA,0.875474851536942,"NS","Q61183"
"1419","Q61187","Tsg101",546,13.2708793,12.35543369,14.55230886,15.36279998,14.5158846,15.35331916,13.90143261,15.55973557,14.96095219,14.72776095,0.719257739,-0.15860782,0.719257739,0.846491058,NA,1.43115456532647,"NS","Q61187"
"1420","Q61191","Hcfc1",802,14.40259107,14.17366695,16.24958955,16.82091786,16.37086596,16.64129259,15.44488731,16.5391451,16.46534654,16.16879316,0.207928414,-0.36612346,0.207928414,0.444781253,NA,6.82086159056123,"NS","Q61191"
"1421","Q61210","Arhgef1",555,12.18601113,11.42183737,13.54887698,14.41319481,13.83346475,14.07286803,12.71816444,14.42225258,14.03492129,14.02488828,0.696161876,-0.167044493,0.696161876,0.831229627,NA,1.57289763723631,"NS","Q61210"
"1422","Q61235","Sntb2",368,10.90454663,10.86737951,12.92471829,14.11640379,13.35488855,13.17264376,12.53453774,14.06020541,13.54454144,13.44320686,0.992954503,0.003459263,0.992954503,0.997237116,NA,0.0307065034521841,"NS","Q61235"
"1423","Q61249","Igbp1",1265,10.3585186,10.62582177,15.37388131,16.24597972,15.68208514,15.85438492,13.943184,15.40687643,15.36956026,15.03514874,0.051303844,-0.850390415,0.051303844,0.230990142,NA,12.8985009365144,"NS_INT","Q61249"
"1427","Q61285","Abcd2",77,12.85965036,11.92137096,14.46323381,14.60183566,14.30112138,14.92185666,14.11312773,15.68369587,15.80583984,15.45461929,0.143937791,0.692308801,0.143937791,0.366591562,NA,8.41825166674731,"NS","Q61285"
"1428","Q61316",NA,980,11.19204954,11.871301,14.40849492,15.40014605,14.4854225,14.54484815,13.19647508,15.01486634,14.4791626,14.05554503,0.267792269,-0.523215644,0.267792269,0.524011282,NA,5.72201964960694,"NS","Q61316"
"1429","Q61335","Bcap31",480,13.77211055,13.12024206,16.33850496,16.96357677,16.40489675,16.30554843,15.41373171,16.86595977,16.68126196,16.63907965,0.783514606,-0.103123455,0.783514606,0.879864004,NA,1.05952903157002,"NS","Q61335"
"1430","Q61390","Cct6b",662,13.91410479,13.66266838,15.89812898,16.32030697,15.64371529,16.17975362,14.79228193,16.41303285,16.06989026,15.77774332,0.508406695,-0.247239123,0.508406695,0.716234334,NA,2.93788739033821,"NS","Q61390"
"1431","Q61409","Pde3b",781,11.62053637,12.01618613,14.76268262,15.52255233,15.12444969,14.99209799,13.78544321,15.30941237,15.07668015,14.84036865,0.357287645,-0.347469561,0.357287645,0.601010177,NA,4.46982001432869,"NS","Q61409"
"1432","Q61425","Hadh",1503,12.78477702,16.08496799,16.18195817,15.79951584,16.1672494,16.1885309,13.97647462,15.16000021,14.79733309,14.16781958,0.055402169,-1.558906702,0.055402169,0.240174298,NA,12.5647323226992,"NS_INT","Q61425"
"1433","Q61554","Fbn1",35,15.28619675,14.28778451,15.58985593,15.70190205,15.87733207,15.76593353,16.83577904,17.2649007,16.59943345,16.56498304,0.003218702,1.082518164,0.003218702,0.131329092,NA,24.9231923013219,"POS","Q61554"
"1434","Q61584","Fxr1",290,8.745844,15.00281502,17.18136582,18.76042759,17.93836207,17.81396903,17.1164455,19.43548715,18.19695745,17.45000299,0.842446087,0.126192147,0.842446087,0.91060154,NA,0.744578825843262,"NS","Q61584"
"1438","Q61586","Gpam",1418,11.88413268,12.655439,15.87765059,17.09656489,15.60296265,15.47018923,14.01116801,15.83583428,14.48436778,14.62670133,0.043839734,-1.27232399,0.043839734,0.212674898,NA,13.5813208962138,"INT","Q61586"
"1439","Q61595","Ktn1",1016,10.82906292,10.47683323,13.9127371,14.18509695,14.38140403,14.05869654,12.43441183,14.0046455,13.85665103,14.00153459,0.174843697,-0.56017292,0.174843697,0.408888417,NA,7.57350019102285,"NS","Q61595"
"1440","Q61598","Gdi2",442,16.2215116,15.19414124,17.06949173,18.23168058,17.52749228,17.22975764,16.36310809,18.0324655,17.30990262,18.08804285,0.894843763,-0.066225787,0.894843763,0.943463993,NA,0.482527845612685,"NS","Q61598"
"1441","Q61655","Ddx19a",349,12.72047941,11.70403331,14.22098285,15.0596402,14.25355206,14.35899453,13.41534566,14.93230704,14.66833102,15.03617361,0.929950708,0.039746921,0.929950708,0.96283335,NA,0.3154007059761,"NS","Q61655"
"1442","Q61656",NA,540,13.76352362,13.01670384,15.18858885,15.78243519,15.1589252,15.33112688,14.40167953,15.75081165,15.39211614,15.30833903,0.65814354,-0.152032444,0.65814354,0.813323707,NA,1.81679377158897,"NS","Q61656"
"1446","Q61699","Hsph1",1254,14.68052418,14.67255081,15.90522239,16.42102185,16.2733987,16.2192634,14.66520579,15.92095457,15.53814137,15.36434612,0.015862897,-0.832564623,0.015862897,0.147678714,NA,17.9961749569303,"INT","Q61699"
"1447","Q61733","Mrps31",1496,12.5681115,13.4429827,17.49866096,18.25445012,17.53422065,17.14981401,15.44786089,16.88972504,16.14666868,15.84296109,0.005872746,-1.52748251,0.005872746,0.131329092,NA,22.3115878226344,"INT","Q61733"
"1448","Q61753","Phgdh",45,14.27009117,13.43683145,15.4847841,15.56155136,15.00655142,15.57654654,15.19646893,16.54004892,17.02187065,16.59438016,0.061145388,0.930833807,0.061145388,0.247457549,NA,12.1363629482863,"NS_POS","Q61753"
"1449","Q61768","Kif5b",723,12.787022,12.6486521,15.65957876,16.30098521,15.80835242,15.81181073,14.58358265,16.09322608,15.84568323,15.84546101,0.405231703,-0.303193541,0.405231703,0.636960151,NA,3.92296585277789,"NS","Q61768"
"1453","Q61792","Lasp1",235,13.5832211,13.36521678,16.22353384,17.03620716,16.49797177,16.73511296,15.42825103,17.29901764,17.49123045,17.07037695,0.683215317,0.199012584,0.683215317,0.824308636,NA,1.65442405764584,"NS","Q61792"
"1454","Q61820","Rasl2-9",109,16.91963151,16.66400276,16.96318961,15.93373675,16.40264571,17.05239823,17.40132954,17.45338318,17.54192847,16.18605619,0.192082648,0.557681768,0.192082648,0.427316782,NA,7.16511865842214,"NS","Q61820"
"1455","Q61878","Prg2",1528,13.56783727,14.60964047,16.20956759,18.54419472,17.67369554,17.3442092,14.49635449,16.95117086,15.60298877,15.86188657,0.038722318,-1.714816593,0.038722318,0.194601331,NA,14.1203865279761,"INT","Q61878"
"1456","Q61879","Myh10",476,11.35986727,10.05434741,12.25370188,12.5870077,11.98268404,12.5280414,11.73674223,12.90606284,12.32643433,11.97902715,0.789918713,-0.100792115,0.789918713,0.88189555,NA,1.02417597711962,"NS","Q61879"
"1457","Q61937","Npm1",635,12.72919634,12.60410884,15.67413764,16.28885668,15.92058637,15.81694791,14.8963807,16.33019419,15.86834119,15.70290256,0.480772498,-0.225677489,0.480772498,0.698443945,NA,3.18060383576978,"NS","Q61937"
"1458","Q61990","Pcbp2",422,13.9001326,13.30398979,15.97289348,16.30884016,15.84233481,15.83773533,15.23082486,16.4559554,16.26275985,15.8425978,0.889217141,-0.042416467,0.889217141,0.93942287,NA,0.509921742119535,"NS","Q61990"
"1459","Q62000","Ogn",643,12.68478894,12.34852535,14.64466082,14.94901873,14.30881342,14.83204186,13.71067511,15.13431519,14.80802553,14.15011867,0.503149601,-0.232850081,0.503149601,0.713159869,NA,2.98302867371582,"NS","Q62000"
"1460","Q62009","Postn",269,12.90060513,13.06568415,15.0656757,16.04455468,15.07205061,15.52605922,15.1965939,16.60569818,15.31912305,15.21678788,0.693732615,0.157465699,0.693732615,0.830848025,NA,1.58807887190596,"NS","Q62009"
"1464","Q62029","Pabpc2",1321,12.54633811,14.31881051,16.96886739,17.51002401,16.7989185,16.83588972,14.9885668,16.9449358,16.43259452,15.82951945,0.110224308,-0.979520763,0.110224308,0.330267689,NA,9.57722619040309,"NS_INT","Q62029"
"1465","Q62093","Srsf2",211,13.54544718,13.0950673,15.6899161,15.45510242,16.13191723,15.27007628,15.4939805,16.12779286,15.58393483,16.31463635,0.393709275,0.243333126,0.393709275,0.627317808,NA,4.04824353983272,"NS","Q62093"
"1466","Q62095","Ddx3y",306,13.72568578,12.84209494,15.5815831,17.20695711,15.43527959,15.81678368,15.3783626,16.83577904,16.16225363,16.07430874,0.84203592,0.102525134,0.84203592,0.91060154,NA,0.746693817485074,"NS","Q62095"
"1467","Q62159","Rhoc",86,10.31469653,9.177247,11.18034432,12.24798683,11.77577487,11.52806335,11.15450169,12.77924741,12.58233019,12.86577193,0.199819677,0.662420461,0.199819677,0.435379066,NA,6.99361747382573,"NS","Q62159"
"1468","Q62167","Ddx3x",1181,12.36336822,12.57333949,15.56949964,16.32365294,15.45429929,15.36468186,14.12007584,15.69900303,15.23084606,14.79978753,0.096658909,-0.715605319,0.096658909,0.313852633,NA,10.1475811110024,"NS","Q62167"
"1469","Q62261","Sptbn1",695,13.42914517,13.47459321,16.95889251,17.43810958,17.46515185,17.84248539,15.81343049,17.33551248,18.183015,17.24051186,0.577645866,-0.283042375,0.577645866,0.761426975,NA,2.38338330397088,"NS","Q62261"
"1494","Q62264","Thrsp",832,8.745844,9.177247,14.89244795,15.21036695,14.73629622,15.1719977,13.91634601,15.6105635,14.1203999,14.81898154,0.371622857,-0.386204465,0.371622857,0.609401667,NA,4.29897582181915,"NS","Q62264"
"1495","Q62318","Trim28",754,12.79751968,11.83514247,15.76274537,16.55661083,16.28279886,16.12250448,14.50711326,16.63636972,16.47264325,15.79256155,0.53748021,-0.328992938,0.53748021,0.735594242,NA,2.69637521823563,"NS","Q62318"
"1496","Q62376","Snrnp70",490,13.1367028,12.43712784,14.16451415,15.41031884,14.16577065,14.87651695,13.90416418,14.87934393,14.67076688,14.71837233,0.772421711,-0.111118318,0.772421711,0.875890218,NA,1.12145527700797,"NS","Q62376"
"1497","Q62417","Sorbs1",344,12.43586336,12.56517834,16.1723023,16.92548134,16.46642985,16.73530996,15.29648124,17.06993309,17.25580077,16.85868324,0.921326243,0.045343726,0.921326243,0.962051106,NA,0.355865582437936,"NS","Q62417"
"1498","Q62418","Dbnl",326,11.76325816,12.02128342,14.22597552,14.78994481,14.03198706,14.44341765,13.08857564,15.24978359,15.02107446,14.43030273,0.879837293,0.074602848,0.879837293,0.936682662,NA,0.555976338562439,"NS","Q62418"
"1499","Q62419","Sh3gl1",444,11.81937209,11.34264949,13.9286227,14.76007234,13.90359677,14.03738511,13.38551482,14.55172247,14.22363629,14.20080084,0.835182756,-0.067000627,0.835182756,0.908476084,NA,0.78218481117864,"NS","Q62419"
"1500","Q62425","Ndufa4",1589,14.22768611,16.70918376,17.38645678,18.09893073,17.67989436,17.61021744,14.15959435,16.27868625,15.83526092,15.93914674,0.013889643,-2.140702764,0.013889643,0.140700881,NA,18.5730891661822,"INT","Q62425"
"1501","Q62448","Eif4g2",1231,11.11020378,11.43641492,14.8652323,15.9750274,15.13026201,15.17771299,13.42329885,15.1095281,14.84306445,14.62507005,0.09945168,-0.786818312,0.09945168,0.316315246,NA,10.0238787610348,"NS","Q62448"
"1502","Q63836","Selenbp2",213,13.84171827,13.3036462,16.57018014,17.11771279,16.73769855,16.50531845,15.8051098,17.25848443,17.58012627,17.22643593,0.576393578,0.234811626,0.576393578,0.761426975,NA,2.3928086660666,"NS","Q63836"
"1503","Q63850","Nup62",992,10.56555638,10.15019139,14.74794958,15.84269186,14.94351945,14.94259043,13.60356627,15.25415438,14.86324093,14.62358638,0.229858632,-0.533050837,0.229858632,0.474265278,NA,6.38539182322303,"NS","Q63850"
"1504","Q63918","Cavin2",80,13.85274037,13.0497263,15.78223194,16.08144183,15.79833554,15.8481371,15.56457517,16.85147329,16.98497111,16.83105107,0.092573195,0.680481057,0.092573195,0.308100855,NA,10.3351474710657,"NS","Q63918"
"1505","Q63932","Map2k2",1186,14.47889599,14.75572509,17.14090963,18.21195482,17.44095025,17.5448739,15.52985754,17.6156871,17.25580313,17.06824098,0.176699461,-0.717274961,0.176699461,0.411825466,NA,7.52764775253184,"NS","Q63932"
"1506","Q64012","Raly",195,13.57021149,12.77262387,15.21245839,16.22268172,15.27659699,15.53168605,15.208463,16.17603676,16.04163776,16.00630416,0.399579631,0.297254637,0.399579631,0.632948689,NA,3.9839665850854,"NS","Q64012"
"1507","Q64133","Maoa",795,12.19053461,12.45738088,14.2442895,15.39104216,14.47889599,14.66838642,13.22055971,15.15841246,14.56492352,14.38707492,0.439556834,-0.362910866,0.439556834,0.662392291,NA,3.56984963373374,"NS","Q64133"
"1508","Q64213",NA,789,12.06447333,11.60005227,14.97486267,15.87048513,15.45011579,15.4408043,13.91793144,15.60805264,15.53518423,15.25425359,0.41713872,-0.355211497,0.41713872,0.646096942,NA,3.7971949583658,"NS","Q64213"
"1509","Q64282","Ifit1",12,11.31095354,9.838226961,12.07276905,12.11110306,10.49924796,12.75909756,12.79138677,13.94818469,13.46301341,13.57553925,0.027365004,1.583976623,0.027365004,0.167842122,NA,15.6280448403974,"POS","Q64282"
"1510","Q64310","Surf4",169,12.52160044,13.19107464,14.18541749,15.18437174,14.11536884,14.4763032,14.05655305,15.48532619,15.03221796,14.86331516,0.362115204,0.368987771,0.362115204,0.604762073,NA,4.41153240234958,"NS","Q64310"
"1511","Q64331",NA,688,12.27476465,11.55550142,15.68452948,16.67727919,16.08079671,16.03083953,14.74236866,16.18452671,16.23135245,16.21460372,0.526384305,-0.275148344,0.526384305,0.729915193,NA,2.78697068393932,"NS","Q64331"
"1512","Q64436",NA,1379,10.93523873,10.37471348,13.47370575,14.49622964,13.94049713,13.85057755,11.3868325,13.62901503,13.05275483,13.18272023,0.061181222,-1.127421872,0.061181222,0.247457549,NA,12.1338185290615,"NS_INT","Q64436"
"1513","Q64467","Gapdhs",1174,10.89466621,11.18388346,12.78125725,13.65731845,13.18493731,13.50046846,11.42977286,13.61079417,12.62365291,12.62684976,0.16237817,-0.708227942,0.16237817,0.393335324,NA,7.8947235739655,"NS","Q64467"
"1514","Q64475","H2bc3",76,17.32474311,15.59374125,17.44895514,17.24822409,17.00788138,17.42808205,17.50989869,18.26622837,18.26380102,17.86876228,0.110433701,0.693886924,0.110433701,0.330287949,NA,9.56898372939676,"NS","Q64475"
"1539","Q64478","H2bc9",49,21.93120785,19.98898418,21.54966624,22.10888046,21.98676422,22.03691141,21.92306774,23.37185639,23.39322809,22.62546806,0.114498917,0.907849487,0.114498917,0.335790016,NA,9.41198621124515,"NS_POS","Q64478"
"1555","Q64511","Top2b",292,14.47167521,13.95110255,16.23924423,17.00897566,16.59589849,16.45273994,16.0055149,17.03595891,17.01835234,16.73687754,0.67594127,0.124961343,0.67594127,0.820390372,NA,1.700910366367,"NS","Q64511"
"1559","Q64516","Gk",1473,13.58672253,15.60121946,17.51568444,18.13996097,16.88034881,16.70981079,14.92058547,16.41063353,16.18185107,15.91134517,0.038676059,-1.455347443,0.038676059,0.194601331,NA,14.1255778592699,"INT","Q64516"
"1568","Q64518","Atp2a3",1338,18.30251398,15.92671295,18.63661754,16.62784733,17.90236334,17.81578354,14.64627743,17.03133506,15.85255389,19.28000497,0.369960014,-1.043110101,0.369960014,0.609151287,NA,4.31845212791326,"NS_INT","Q64518"
"1569","Q64521","Gpd2",1552,12.90200271,14.80781015,17.19968702,17.77863496,17.22894556,17.37730444,14.53111948,16.37019996,15.67887941,15.49017196,0.008434064,-1.878550293,0.008434064,0.131329092,NA,20.7396310776254,"INT","Q64521"
"1570","Q64524","H2bc21",114,16.39669282,15.82722299,17.04777743,16.83593405,17.16513438,16.94789239,17.00240488,17.84401914,17.84122526,17.43270859,0.049863721,0.530904906,0.049863721,0.228543373,NA,13.0221531609559,"NS","Q64524"
"1574","Q64525","H2bc18",72,21.06565805,19.28466598,21.11990619,20.951057,21.20705246,21.08828877,21.23327327,22.13476973,22.14261192,21.74011837,0.109914439,0.721117217,0.109914439,0.330267689,NA,9.58945252379756,"NS","Q64525"
"1590","Q64727","Vcl",197,12.97824047,12.97304651,16.02044805,16.63625848,15.9866738,16.21616656,15.43385718,17.05866892,16.8226761,16.70371755,0.452823006,0.289843215,0.452823006,0.675917125,NA,3.44071516614315,"NS","Q64727"
"1591","Q64737","Gart",846,12.11003301,12.10384102,14.6131,15.31130797,14.67575173,14.75171425,13.3490647,15.07676042,14.64733068,14.71010897,0.336212205,-0.392152294,0.336212205,0.581151532,NA,4.73386525078757,"NS","Q64737"
"1592","Q66JS6","Eif3j2",720,13.83210214,14.3893467,17.89236139,17.78930269,17.71987681,18.49471145,17.0816071,18.15608242,18.54781234,16.90799555,0.496864742,-0.30068873,0.496864742,0.711280018,NA,3.03761820115244,"NS","Q66JS6"
"1593","Q68ED3","Tent4b",533,17.97729111,18.85586612,18.42849104,18.25957777,18.49416025,19.13194737,18.17567624,18.43705305,18.32465522,18.79680645,0.610163046,-0.144996367,0.610163046,0.778829886,NA,2.14554098568848,"NS","Q68ED3"
"1594","Q68FD5","Cltc",453,13.56091012,12.57519173,15.08063136,16.57383073,15.46748019,16.00736555,14.92869212,16.12979253,15.9042651,15.8516517,0.860191735,-0.078726594,0.860191735,0.924266663,NA,0.654047346035233,"NS","Q68FD5"
"1595","Q68FF6","Git1",612,12.52255779,12.27257468,14.64165666,15.71724801,15.2997804,15.2913672,13.79375732,15.41389233,15.62217355,15.26755885,0.642567848,-0.213167553,0.642567848,0.804443619,NA,1.92081008920695,"NS","Q68FF6"
"1596","Q68FF7","Slain1",1151,13.53284291,9.177247,16.60466905,17.2131422,16.69329637,16.30149619,15.36983587,16.40459277,16.16537811,16.15408629,0.060455126,-0.679677693,0.060455126,0.247269845,NA,12.1856686934197,"NS","Q68FF7"
"1597","Q68FG2","Sptbn2",695,13.42914517,13.47459321,16.95889251,17.43810958,17.46515185,17.84248539,15.81343049,17.33551248,18.183015,17.24051186,0.577645866,-0.283042375,0.577645866,0.761426975,NA,2.38338330397088,"NS","Q68FG2"
"1606","Q68FL4","Ahcyl2",1401,12.93770331,13.63549602,17.218501,17.87695108,17.52110344,17.43977335,15.4783573,16.98521702,16.35966551,16.30660116,0.008440814,-1.23162197,0.008440814,0.131329092,NA,20.7361566964664,"INT","Q68FL4"
"1607","Q68FL6","Mars1",920,13.098955,13.25853315,15.85076705,16.81613115,15.87905192,16.03523135,14.68875428,16.22878274,15.79279335,16.04758202,0.273862841,-0.455817268,0.273862841,0.528309399,NA,5.62466890869222,"NS","Q68FL6"
"1608","Q69Z37",NA,259,10.40641762,11.21067134,12.35996913,13.06760242,11.77815929,13.37626108,12.05311134,13.43527959,12.81141483,12.96659557,0.716120539,0.171102354,0.716120539,0.844419953,NA,1.4501387012717,"NS","Q69Z37"
"1609","Q69ZK5","Klhl14",1080,12.94363201,12.24382852,14.453142,14.59851781,14.02141379,14.80966766,13.24601313,14.43273762,13.84872073,13.90951811,0.08343316,-0.611437916,0.08343316,0.290589853,NA,10.786613073622,"NS","Q69ZK5"
"1610","Q69ZN7","Myof",64,13.19001573,11.71898842,13.47154416,13.86882255,13.04355709,13.69248782,13.47718255,14.89916808,14.28410527,14.55020567,0.109652394,0.783562484,0.109652394,0.330267689,NA,9.59981882092798,"NS","Q69ZN7"
"1611","Q69ZR2",NA,152,11.93243623,11.59949447,15.23679903,15.3833668,15.44018788,15.42334575,14.77977064,16.10617441,16.33891044,15.93311431,0.245047635,0.418567589,0.245047635,0.494341145,NA,6.1074948458741,"NS","Q69ZR2"
"1612","Q69ZS7","Hbs1l",1269,12.45568118,12.35325647,14.95620042,16.02988072,15.17505533,15.45535855,13.6019433,15.23896826,14.75275029,14.59431936,0.061009213,-0.857128451,0.061009213,0.247457549,NA,12.1460457723613,"NS_INT","Q69ZS7"
"1613","Q6A068","Cdc5l",793,11.52169858,12.83144581,14.47895917,15.22697658,15.0160683,15.01550217,13.82724345,14.93801741,14.89723097,14.64487023,0.371539317,-0.357536039,0.371539317,0.609401667,NA,4.29995221600175,"NS","Q6A068"
