"","UNIPROT","SYMBOL","X.1","NegControl.1","NegControl.2","INT.1","INT.2","INT.3","INT.4","POS.1","POS.2","POS.3","POS.4","pvalue","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","X","log10pvalue","diffexpressed","unpacked"
"721","P17751","Tpi1",519,15.53125961,14.11877889,15.60435727,16.29936902,15.67796734,15.91832484,14.69327492,16.0569975,16.40783848,15.79925632,0.775686408,-0.135662812,0.775686408,0.876312979,NA,1.10313818433751,"NS","P17751"
"722","P18572","Bsg",1428,12.91565711,15.43978097,17.93885496,18.84804681,18.23940296,17.92061424,15.84456934,17.6339742,17.02045852,17.27689235,0.079142164,-1.292756142,0.079142164,0.286034874,NA,11.0159207890686,"NS_INT","P18572"
"723","P18653","Rps6ka1",238,15.81483277,15.08679969,17.73204815,18.22947602,18.02896362,18.00355085,16.9562854,18.6943851,18.33743026,18.78927891,0.660089371,0.195835256,0.660089371,0.814493319,NA,1.80397260360387,"NS","P18653"
"724","P18654","Rps6ka3",238,15.81483277,15.08679969,17.73204815,18.22947602,18.02896362,18.00355085,16.9562854,18.6943851,18.33743026,18.78927891,0.660089371,0.195835256,0.660089371,0.814493319,NA,1.80397260360387,"NS","P18654"
"728","P18760","Cfl1",46,12.75907675,11.63254088,15.30734314,15.96230862,14.97028568,15.86292788,14.69571766,17.44499867,17.25617182,16.41235483,0.200327791,0.92659442,0.200327791,0.435379066,NA,6.98258797882046,"NS_POS","P18760"
"729","P18872","Gnao1",1422,8.745844,12.6115551,14.97239649,15.99260647,15.48774584,15.08969874,12.60640521,14.82326771,14.51483731,14.47370575,0.060584393,-1.28105789,0.060584393,0.247269845,NA,12.1763923898455,"NS_INT","P18872"
"730","P19096","Fasn",823,13.78028814,14.96170289,17.85674864,19.00020587,17.91085967,18.33930098,17.18505949,18.83661076,17.71221609,17.85663009,0.436876727,-0.37914968,0.436876727,0.661196903,NA,3.5964109011462,"NS","P19096"
"731","P19157","Gstp1",491,14.85167118,15.11351578,16.31488288,16.45088226,16.52502716,16.66186804,15.53619125,16.66777569,16.89451912,16.40458234,0.707476683,-0.112397985,0.707476683,0.838681449,NA,1.502878690352,"NS","P19157"
"732","P19324","Serpinh1",200,14.85177517,14.00154103,15.49465689,16.18005007,15.63237266,16.2573179,15.01463718,16.40215803,16.42823607,16.79146156,0.556946095,0.268023832,0.556946095,0.750266227,NA,2.54186836741766,"NS","P19324"
"733","P19783","Cox4i1",1274,15.14481754,15.44346161,16.23388177,17.32737721,16.44533823,17.05165504,14.95410541,16.27211944,16.24553414,16.12474735,0.057263746,-0.865436476,0.057263746,0.243751316,NA,12.4212024531344,"NS_INT","P19783"
"734","P20029","Hspa5",265,14.48762403,13.67216772,15.42882312,15.87156884,15.30076207,15.60921965,14.81261683,15.97102944,16.02130534,16.06685818,0.641089262,0.165359027,0.641089262,0.803209452,NA,1.93081497321855,"NS","P20029"
"735","P20108","Prdx3",1312,10.73699377,12.67813794,13.63106335,14.37565038,13.76373108,14.35562639,12.50253349,13.84215388,13.31783654,12.6601965,0.098436426,-0.950837696,0.098436426,0.315323745,NA,10.0684416291576,"NS_INT","P20108"
"736","P20152","Vim",272,15.25594601,14.33931068,17.85409391,17.88735074,18.0688126,18.10751269,17.20600656,18.35153344,18.68052681,18.28368983,0.677666713,0.150996677,0.677666713,0.820651369,NA,1.68983846388101,"NS","P20152"
"745","P21550","Eno3",1135,10.88294867,12.42781042,13.92509077,15.21200233,14.10590851,14.77190208,13.35892587,14.37944606,14.01828713,13.62456702,0.188564038,-0.658419405,0.188564038,0.424529532,NA,7.24541130195545,"NS","P21550"
"749","P21619","Lmnb2",155,14.89642702,13.39566801,15.80019213,16.28002763,15.99364606,15.77094774,16.04950825,16.91928235,16.44124212,16.07420419,0.289117192,0.409855839,0.289117192,0.537969205,NA,5.38926082771616,"NS","P21619"
"750","P21981","Tgm2",182,14.83522302,13.98265145,16.9381323,16.87351621,16.5742306,16.19698113,16.77545596,17.85272543,16.76501851,16.5006089,0.389436701,0.327737138,0.389436701,0.623557783,NA,4.0956312243412,"NS","P21981"
"751","P22599","Serpina1b",29,14.7071434,13.04971653,14.38595281,14.75107932,14.25833832,14.66213073,14.58320827,15.75539834,16.41772412,16.00656439,0.048191281,1.176348483,0.048191281,0.226374031,NA,13.1703152931537,"POS","P22599"
"755","P22892","Ap1g1",960,11.80137202,12.74203181,15.33300923,16.17634182,15.47086172,15.44446095,14.211027,15.60526802,15.3968643,15.21771937,0.232272671,-0.498448758,0.232272671,0.476831805,NA,6.34001885904056,"NS","P22892"
"756","P22907","Hmbs",1224,8.745844,11.52375796,15.79644526,16.53147284,15.98096514,15.65544687,14.36598063,16.14061012,15.6569555,14.71021451,0.139478383,-0.772642338,0.139478383,0.362021917,NA,8.55493096127205,"NS","P22907"
"757","P23116","Eif3a",1111,12.64718758,12.38756218,16.06528521,16.63759948,16.15260057,15.99650443,14.70091283,16.1272225,15.82146222,15.62970493,0.083096821,-0.643171801,0.083096821,0.290038154,NA,10.8041559051874,"NS","P23116"
"758","P23198",NA,119,16.02099997,14.5898583,16.90033282,17.31567175,17.16840225,16.89375515,16.87356936,17.85876145,17.90183073,17.68982582,0.20185425,0.511456349,0.20185425,0.437015614,NA,6.94962102175802,"NS","P23198"
"759","P23492","Pnp",410,12.21436698,12.495788,15.1505129,15.56647186,14.81471138,14.54956898,14.19506524,15.68400939,15.34779053,14.71506896,0.927992578,-0.034832751,0.927992578,0.962806894,NA,0.324554972149037,"NS","P23492"
"760","P23819","Gria2",1431,18.35418911,18.35160355,18.48915021,19.0278844,18.93283758,18.72527305,16.8697866,17.74681608,17.60124848,17.76286213,0.000683765,-1.298607989,0.000683765,0.131329092,NA,31.6509313327895,"INT","P23819"
"761","P24270","Cat",69,12.41175822,12.93405333,15.67701303,15.84033707,15.46543031,15.5565597,15.22779369,17.03032883,16.78404347,16.44948736,0.100581082,0.73807831,0.100581082,0.317517143,NA,9.97483696771346,"NS","P24270"
"762","P24526","Pmp2",451,14.72312762,14.98535277,16.67065625,17.76946338,16.55857019,17.21095666,15.86043231,17.73165049,17.34143195,16.97634036,0.874119783,-0.07494784,0.874119783,0.933491433,NA,0.584290507392043,"NS","P24526"
"763","P25444","Rps2",616,15.70789832,16.37471688,17.66740265,17.58100929,17.68729366,17.77802578,17.01726515,17.91724386,17.26700609,17.64765516,0.372119316,-0.216140277,0.372119316,0.609602498,NA,4.29317785999738,"NS","P25444"
"764","P26039","Tln1",408,12.46853121,12.7607226,15.89767681,16.68306642,16.07505355,16.15727521,15.04448427,16.58194433,16.68878161,16.36371774,0.933860448,-0.033536008,0.933860448,0.963466342,NA,0.297180179794459,"NS","P26039"
"765","P26041","Msn",239,13.36435586,12.56245714,15.20623251,15.59610073,15.09650287,15.22032309,14.58284361,15.97933081,15.95899976,15.37410145,0.601101781,0.194029108,0.601101781,0.774652012,NA,2.21051985261584,"NS","P26041"
"766","P26043","Rdx",1084,12.54137365,12.91122914,16.0695582,16.92409894,15.974281,15.99984457,14.51852257,16.41450121,15.85686401,15.72556499,0.198227682,-0.613082487,0.198227682,0.435379066,NA,7.02835697477494,"NS","P26043"
"770","P26350","Ptma",126,11.01381117,12.15598824,13.8027183,14.22445395,13.50345309,13.39927792,13.88512437,14.74918855,14.64323615,13.62992575,0.230282229,0.494392889,0.230282229,0.474538602,NA,6.37739575474872,"NS","P26350"
"771","P26369","U2af2",501,12.87561498,11.74823479,15.13903167,14.86370233,15.26949198,15.02163067,14.47592338,14.98321631,14.924163,15.42701815,0.689470835,-0.120883956,0.689470835,0.828177937,NA,1.61484099997855,"NS","P26369"
"772","P26443","Glud1",736,16.28830737,15.80465216,16.61626703,17.35567684,17.04688929,16.93179938,15.85971725,17.08031623,16.87900627,16.89308691,0.346015211,-0.309626471,0.346015211,0.589689801,NA,4.6090480898711,"NS","P26443"
"773","P26638","Sars",300,11.69559934,11.50309199,14.88398355,15.24533876,14.86848692,14.96564903,14.20551475,15.47696765,15.54363682,15.16894628,0.729092498,0.107901812,0.729092498,0.851913236,NA,1.3721737041637,"NS","P26638"
"774","P26645","Marcks",91,12.44925184,11.61627314,13.50618359,13.97727992,13.76092781,13.51828432,13.43983088,14.70514637,14.97356285,14.23317026,0.118547178,0.647258678,0.118547178,0.339287521,NA,9.26108779885837,"NS","P26645"
"775","P27546","Map4",298,10.99457835,11.17990537,14.46130019,15.24862621,14.74377318,15.20635804,13.73668501,15.00668013,15.95890602,15.40590232,0.819377944,0.112028962,0.819377944,0.90059747,NA,0.865157305561895,"NS","P27546"
"776","P27573","Mpz",207,15.61883458,14.4576075,16.81852919,16.97821527,17.05319755,16.23056654,16.15260115,17.01680066,17.28365014,17.6560747,0.547428576,0.257154522,0.547428576,0.742971339,NA,2.61672535981074,"NS","P27573"
"777","P27612","Plaa",1078,12.63876822,13.00789099,15.54804936,16.26923206,15.87537858,15.61674088,14.28720101,15.77422958,15.34664209,15.46585866,0.118646556,-0.608867384,0.118646556,0.339287521,NA,9.25744863699518,"NS","P27612"
"778","P27659","Rpl3",559,14.11341661,13.66936264,15.19327379,16.36587813,15.54501367,15.63604272,14.58877319,16.29597612,15.3357861,15.8452205,0.698055501,-0.168613101,0.698055501,0.83144765,NA,1.5611004611639,"NS","P27659"
"779","P27773","Pdia3",28,14.06415331,12.58937026,13.79421277,13.73025784,13.52836598,13.80063049,14.18168564,15.10623576,15.49559454,14.78701468,0.017995996,1.17926589,0.017995996,0.152303468,NA,17.4482411203782,"POS","P27773"
"780","P27792","Lyl1",474,8.745844,10.77692646,11.04671477,12.03874756,10.06609,11.8366027,11.08108393,11.99336301,12.19758531,10.89056829,0.836710396,-0.100038209,0.836710396,0.908886657,NA,0.774248349375755,"NS","P27792"
"781","P28271","Aco1",1024,14.07117624,14.30717002,15.40869461,16.14160825,15.83553234,15.95199444,14.4808401,15.72025914,15.58821943,15.28475939,0.099446144,-0.565937894,0.099446144,0.316315246,NA,10.0241205187578,"NS","P28271"
"782","P28652","Camk2b",125,13.04159071,12.91832287,14.92272376,15.66311331,15.52640754,15.58140657,14.94136862,16.32951607,16.32213941,16.07852611,0.194567449,0.494474759,0.194567449,0.430318782,NA,7.10929815157832,"NS","P28652"
"783","P28653","Bgn",79,15.04247164,13.54258366,15.34120946,15.73134361,15.20632786,15.65119178,14.8721458,16.49310398,16.55355237,16.74547418,0.218420112,0.683550904,0.218420112,0.459386816,NA,6.60707374536566,"NS","P28653"
"784","P28654","Dcn",305,12.13490757,11.63281349,13.8390069,14.31995431,14.07731645,14.15157156,13.41151099,14.4985376,14.50519128,14.3835018,0.722839739,0.102723115,0.722839739,0.848229879,NA,1.40957979583704,"NS","P28654"
"785","P28656","Nap1l1",714,11.84705735,12.62010525,16.51856096,18.08202426,16.81089793,16.81365595,15.56263,17.36794365,17.1341054,16.96983617,0.583036351,-0.29765597,0.583036351,0.761934637,NA,2.34304367116529,"NS","P28656"
"786","P28660","Nckap1",590,12.63553675,12.19543373,14.29813419,14.96009246,14.45397792,14.80231441,13.38059635,14.94548956,14.84945397,14.54478336,0.609624322,-0.198548932,0.609624322,0.778752073,NA,2.14937714405212,"NS","P28660"
"787","P28738","Kif5c",577,12.28036953,12.89217009,15.26337773,15.80849917,15.40201109,15.54922762,14.54313403,15.79275754,15.63407858,15.31480158,0.56023102,-0.184585968,0.56023102,0.752204747,NA,2.51632847954695,"NS","P28738"
"788","P29341","Pabpc1",1081,13.68463906,14.93617782,16.13476722,16.63806818,16.36072708,16.20691896,14.76926966,16.3237233,15.99457442,15.80546679,0.173519626,-0.611861817,0.173519626,0.406374986,NA,7.60651397060664,"NS","P29341"
"797","P29351","Ptpn6",321,13.97226185,12.21489584,15.37873513,15.7551223,14.97526583,14.94580958,14.79512648,15.65449618,15.29156644,15.64771137,0.848263779,0.083491906,0.848263779,0.91567547,NA,0.714690770467546,"NS","P29351"
"798","P29387","Gnb4",1257,8.745844,9.177247,13.25479243,14.22874355,12.86079601,14.37306905,10.05568,13.04094036,13.04480392,12.43876587,0.133362245,-0.837846876,0.133362245,0.353958751,NA,8.74967102270442,"NS_INT","P29387"
"799","P30999","Ctnnd1",791,10.0725346,10.46892945,13.14763423,14.1283166,13.66010734,13.21951644,12.10934097,14.12298972,13.68890593,12.80964756,0.475677253,-0.35617261,0.475677253,0.695085597,NA,3.22687616149536,"NS","P30999"
"800","P31230",NA,881,12.89410044,13.71662149,16.34269139,17.12810243,16.21798965,16.38540884,15.16924564,16.51401504,16.30397691,16.41164563,0.307235615,-0.418827274,0.307235615,0.554589205,NA,5.12528441956145,"NS","P31230"
"801","P31324","Prkar2b",1468,13.84904504,16.11925596,19.02147446,20.0696546,19.38022214,19.03734935,16.92662866,18.80731632,18.26520534,17.78324249,0.051298441,-1.431576936,0.051298441,0.230990142,NA,12.8989583323878,"NS_INT","P31324"
"805","P31786","Dbi",954,15.08882718,16.493961,17.19257035,17.03681,16.99196583,17.84452878,16.34554971,17.01240649,17.71081028,16.03075242,0.332731602,-0.491589017,0.332731602,0.576970758,NA,4.77905948988605,"NS","P31786"
"806","P31938","Map2k1",930,15.63517654,15.39822858,17.09834913,18.13424848,17.33561669,17.40961372,16.05524561,17.72598782,17.10287952,17.23700018,0.270698719,-0.464178725,0.270698719,0.527797742,NA,5.67513799392211,"NS","P31938"
"807","P32020","Scp2",258,19.15246806,17.72793375,18.45963973,19.42300098,18.23911367,19.73057296,18.35522203,19.49028682,19.4090594,19.28265409,0.739345111,0.171223749,0.739345111,0.858968305,NA,1.3115279459962,"NS","P32020"
"808","P32233","Drg1",507,12.05512807,11.88539981,13.65555162,14.29379877,13.55198457,14.22149014,13.33946583,14.14330665,14.05705052,13.69041309,0.634067933,-0.12314725,0.634067933,0.796862553,NA,1.97864210025941,"NS","P32233"
"809","P32921","Wars",869,15.68079903,15.59171429,17.14165592,16.95226597,17.08844647,17.13395992,16.05648708,17.03484771,16.87452052,16.73422585,0.088048647,-0.404061781,0.088048647,0.300249569,NA,10.5527731323388,"NS","P32921"
"810","P33173",NA,739,10.42080487,10.03454872,14.3198294,14.81709134,14.30820983,14.40339129,13.27374567,14.61395528,14.49115437,14.21396012,0.34596094,-0.313926604,0.34596094,0.589689801,NA,4.60972931554171,"NS","P33173"
"811","P33175","Kif5a",577,12.28036953,12.89217009,15.26337773,15.80849917,15.40201109,15.54922762,14.54313403,15.79275754,15.63407858,15.31480158,0.56023102,-0.184585968,0.56023102,0.752204747,NA,2.51632847954695,"NS","P33175"
"812","P34022","Ranbp1",876,12.6624236,11.76138501,14.95995667,16.05142139,15.23788215,15.08347933,13.73449794,15.68452948,15.38188087,14.90421123,0.432033529,-0.406904998,0.432033529,0.658760199,NA,3.6448254741048,"NS","P34022"
"813","P34914","Ephx2",1020,14.52969548,14.47220319,16.91878121,16.98868376,16.67010297,17.09696598,15.47373507,16.8293283,16.7418376,16.37706616,0.101683404,-0.5631417,0.101683404,0.317517143,NA,9.92749923570577,"NS","P34914"
"814","P35123","Usp4",496,12.0731039,12.50004514,14.98699748,16.09496425,14.90015925,15.52936955,14.25753517,16.08719347,15.36088137,15.3454399,0.801347349,-0.115110153,0.801347349,0.888272874,NA,0.961791954570188,"NS","P35123"
"815","P35235","Ptpn11",814,12.90080945,13.17022767,16.6768412,17.41822013,16.84092637,16.90904496,15.47913532,17.17887939,16.93624154,16.76520008,0.366788488,-0.371394085,0.366788488,0.606969782,NA,4.35584303526917,"NS","P35235"
"816","P35278","Rab5c",285,12.61953021,12.70659193,13.25767279,13.75400315,13.15900633,13.86825827,13.25759788,14.03203776,13.96713682,13.32373734,0.607002581,0.135392315,0.607002581,0.777438647,NA,2.16809462282774,"NS","P35278"
"817","P35279","Rab6a",500,17.43981465,16.52347007,18.26778339,18.95928883,18.42652685,18.44689752,17.53457646,18.94874935,18.66115179,18.47460905,0.7479213,-0.120352482,0.7479213,0.861563053,NA,1.26144098357335,"NS","P35279"
"818","P35282","Rab21",690,13.3428381,12.77239139,14.21865865,15.17334866,14.74238076,14.71247231,13.53080563,14.91617771,14.60493609,14.68556113,0.459798279,-0.277344952,0.459798279,0.681176726,NA,3.37432658604369,"NS","P35282"
"819","P35293","Rab18",1027,13.90481759,14.42171988,15.68357013,16.4907144,15.86833642,16.07016819,14.70939547,15.93513182,15.7201238,15.46636834,0.108870958,-0.570442428,0.108870958,0.329238703,NA,9.63087955528544,"NS","P35293"
"820","P35486","Pdha1",1527,13.81131399,16.02200896,17.01023775,17.61466854,17.14573426,17.39364741,14.7069718,16.52453563,15.66284822,15.41358386,0.017918858,-1.71408711,0.017918858,0.152303468,NA,17.4668967213496,"INT","P35486"
"821","P35569","Irs1",805,11.30759929,12.0153802,15.09794981,16.36748301,14.91709232,15.06444807,14.2812056,15.59003143,15.16796689,14.93373675,0.413411233,-0.368508131,0.413411233,0.644225917,NA,3.8361772711938,"NS","P35569"
"822","P35585","Ap1m1",758,15.17437958,12.98374181,14.68206188,14.84930735,14.3327359,15.29347165,13.70681975,14.73444502,14.47750532,14.91774501,0.54262161,-0.330265423,0.54262161,0.739526107,NA,2.65502914376727,"NS","P35585"
"826","P35700","Prdx1",912,14.02792895,13.27304696,16.01548786,16.72601474,16.16067871,16.32611344,14.70328616,16.56057167,16.16914235,16.00024213,0.32452068,-0.44876311,0.32452068,0.571858063,NA,4.88757622673421,"NS","P35700"
"827","P35922",NA,1120,14.46926024,14.90496384,17.40349475,18.03724665,17.64378574,17.51398969,16.20670915,17.33786577,17.34143195,17.11003464,0.061359109,-0.65061883,0.061359109,0.247562742,NA,12.1212095543445,"NS","P35922"
"828","P35980","Rpl18",522,13.38361601,12.97400173,14.95304918,15.58053958,14.56477361,15.3015152,14.14212448,15.41578573,15.13302042,15.16376135,0.699869572,-0.136296395,0.699869572,0.832691535,NA,1.5498288775499,"NS","P35980"
"829","P36371","Tap2",81,14.71035455,13.51558389,15.2206561,15.81186155,14.93223944,15.36086885,15.34965395,16.12057158,15.88135332,16.68827017,0.118855999,0.67855577,0.118855999,0.339291204,NA,9.24978893306044,"NS","P36371"
"830","P36536",NA,1146,13.59409129,13.42875272,16.34207467,17.49747765,16.35137063,16.34417452,14.39379264,17.00820975,16.5849038,15.86906363,0.297519474,-0.669781913,0.297519474,0.542457206,NA,5.26484602459985,"NS","P36536"
"831","P36993","Ppm1b",886,12.86899093,12.79887677,15.89394783,16.40522458,15.81700861,15.86906363,14.73370743,16.11349801,15.7589716,15.67274904,0.199532907,-0.426579644,0.199532907,0.435379066,NA,6.99985470152736,"NS","P36993"
"832","P37804","Tagln",180,14.01776536,12.86693115,15.12835688,15.53247769,15.37758336,15.20583142,14.73793388,16.53231026,16.08231539,15.20789133,0.482172321,0.329050376,0.482172321,0.698593637,NA,3.16797723825809,"NS","P37804"
"833","P38647","Hspa9",1375,15.96093236,15.27100365,16.77884617,17.05248666,16.69369377,16.89069571,15.15505322,16.29689815,15.86713561,15.64387714,0.004081799,-1.113189545,0.004081799,0.131329092,NA,23.8914838505359,"INT","P38647"
"834","P39053","Dnm1",580,13.9102125,14.93848057,16.41046237,16.73038006,16.48183266,16.85333269,15.19883482,17.1181324,17.0147661,16.39159155,0.696091084,-0.188170726,0.696091084,0.831229627,NA,1.57333928937673,"NS","P39053"
"838","P39054","Dnm2",426,12.62814932,11.67741134,13.9612688,14.65407656,13.55842071,14.23481743,12.82906862,14.61913098,14.37815936,14.39673856,0.924648993,-0.0463715,0.924648993,0.962806894,NA,0.340230989729476,"NS","P39054"
"847","P39447","Tjp1",1362,13.18750852,13.98597095,16.37915138,16.80059911,16.726268,16.5781208,14.626636,15.78678537,15.99931265,15.70169906,0.013510502,-1.092426554,0.013510502,0.140700881,NA,18.6932851391065,"INT","P39447"
"848","P40124","Cap1",301,13.71252115,14.35730306,16.75459192,17.23963322,16.57616647,16.60696439,15.89463751,17.43073648,17.20005554,17.07801749,0.781096183,0.106522753,0.781096183,0.879864004,NA,1.07295484465603,"NS","P40124"
"849","P40142","Tkt",1176,13.01027245,14.4883554,17.38759738,18.06825588,17.28852483,17.42679554,16.11325735,17.75649189,16.66678231,16.78899523,0.160188308,-0.711411714,0.160188308,0.390294382,NA,7.95369185857205,"NS","P40142"
"850","P41105","Rpl28",419,15.72874428,15.50127741,17.29607377,17.61345856,17.27029533,17.32702627,16.79258697,17.72334097,16.95787289,17.87711635,0.887202212,-0.038984186,0.887202212,0.939276138,NA,0.519773840611096,"NS","P41105"
"851","P41216","Acsl1",1243,15.25744922,15.89187262,16.99210293,17.23448249,17.0200826,17.15513536,15.30508712,16.85606853,16.89675811,16.11858832,0.066361335,-0.806325324,0.066361335,0.262546059,NA,11.7808488579865,"NS_INT","P41216"
"852","P42125","Eci1",1608,13.61864938,16.07395456,16.99757578,17.84732262,17.3833482,17.60584554,14.12327478,15.62845747,15.19694328,15.28455272,0.004275911,-2.400215975,0.004275911,0.131329092,NA,23.6897134289524,"INT","P42125"
"853","P42208","Septin2",1171,10.90492979,11.06720472,13.87267469,14.91213031,14.0536003,14.30070985,12.53141306,14.22139721,13.97254648,13.59497741,0.12535249,-0.704695251,0.12535249,0.345142837,NA,9.01867034800942,"NS","P42208"
"854","P42225",NA,137,14.50290277,13.33792682,15.16813173,15.50471719,15.14166812,15.39898031,15.15752212,16.114892,15.79089258,15.98047661,0.178522673,0.457571488,0.178522673,0.413340849,NA,7.48306619140161,"NS","P42225"
"855","P42230","Stat5a",503,10.94459482,11.93700841,14.44850352,15.47990654,14.39590275,14.69680456,13.68839631,15.52479006,14.65806882,14.66328012,0.798085296,-0.121645515,0.798085296,0.88676144,NA,0.979506906009914,"NS","P42230"
"856","P42232","Stat5b",281,12.70888989,11.90414536,15.21598794,16.35887437,15.06040041,15.35221589,14.55260906,16.51042422,15.86285526,15.61358805,0.785939871,0.137999496,0.785939871,0.879864004,NA,1.04610678759322,"NS","P42232"
"857","P42567","Eps15",624,11.87261559,12.29274289,15.04195299,15.88696766,15.17531832,15.37539227,14.11920795,15.45852847,15.68448059,15.33950436,0.577829261,-0.219477467,0.577829261,0.761426975,NA,2.38200469468165,"NS","P42567"
"858","P42669","Pura",452,14.12642261,13.33122309,15.06580912,15.92648536,14.89807581,15.45406235,14.07320521,15.89296792,15.85205186,15.21668938,0.874134024,-0.077379569,0.874134024,0.933491433,NA,0.584219753503882,"NS","P42669"
"859","P42859",NA,147,13.26797072,11.64314048,14.76137641,15.53135505,14.58196485,14.83296729,14.96798758,16.05232238,15.21934546,15.19524326,0.342707228,0.43180877,0.342707228,0.587395143,NA,4.65076735816961,"NS","P42859"
"860","P42932","Cct8",1064,12.68681953,12.66432023,17.03288432,17.62319615,17.4206339,17.62506927,15.94686622,17.29823658,17.06473409,16.99076088,0.090830295,-0.600296469,0.090830295,0.305895415,NA,10.4176927530117,"NS","P42932"
"861","P43274","H1f4",25,16.56726921,15.80219601,16.72448241,17.06496996,16.90580077,16.55531693,16.9892122,20.26098633,17.65106173,17.58126176,0.1028928,1.307987988,0.1028928,0.318689743,NA,9.87615014252838,"NS_POS","P43274"
"862","P43277","H1f3",136,14.63248408,13.57139714,15.15750484,15.1002106,15.2289314,15.05883733,15.05295007,16.81190146,15.42097997,15.09440763,0.325483424,0.45868874,0.325483424,0.572317131,NA,4.87471123988688,"NS","P43277"
"866","P45952","Acadm",1596,14.58386738,17.7163761,18.42591119,18.61617275,18.55263985,18.80396406,15.46603308,17.14016976,16.54228767,16.2810555,0.012956581,-2.242285458,0.012956581,0.138942286,NA,18.875095855587,"INT","P45952"
"867","P46061","Rangap1",1154,11.8377856,11.11627897,14.86935286,15.35906318,15.30527802,14.64964914,13.36317655,14.86964204,14.32009538,14.88788697,0.123479629,-0.685635566,0.123479629,0.342882104,NA,9.08404684044938,"NS","P46061"
"868","P46412","Gpx3",53,15.37126617,12.62344715,15.41498246,15.67283966,15.27062384,15.59254463,15.23140871,16.68592592,16.97219452,16.60349595,0.207286338,0.885508627,0.207286338,0.443990447,NA,6.8342932080405,"NS_POS","P46412"
"869","P46425","Gstp2",491,14.85167118,15.11351578,16.31488288,16.45088226,16.52502716,16.66186804,15.53619125,16.66777569,16.89451912,16.40458234,0.707476683,-0.112397985,0.707476683,0.838681449,NA,1.502878690352,"NS","P46425"
"870","P46460","Nsf",852,12.53190934,12.47648333,15.64722645,16.32805336,15.79095896,15.89371838,14.52771412,15.98874536,15.84055105,15.72118805,0.281393164,-0.395439642,0.281393164,0.531206407,NA,5.50686457267796,"NS","P46460"
"871","P46471",NA,996,12.82171789,12.70853966,15.88208408,16.49805745,16.19340684,16.23122311,14.78679389,16.17557568,15.86486603,15.82824901,0.120718164,-0.537321717,0.120718164,0.339802002,NA,9.18227378357817,"NS","P46471"
"872","P46638","Rab11b",499,14.25115381,14.45715089,16.62071367,17.37822711,16.67306509,16.65312497,15.76113565,17.29023489,17.22590406,16.56893583,0.757391633,-0.119730101,0.757391633,0.868037581,NA,1.20679496894096,"NS","P46638"
"873","P46737","Brcc3",1162,11.3658303,11.34823021,14.43169347,14.73930596,14.04661247,14.13426587,12.71473921,14.60854361,13.65921548,13.58754314,0.115157435,-0.69545908,0.115157435,0.335790016,NA,9.38708017098507,"NS","P46737"
"874","P46935","Nedd4",166,12.89993571,12.43363201,15.22319769,15.94311565,15.14902843,15.49548871,14.79976742,16.39702279,16.08916717,16.02962125,0.351142007,0.376187039,0.351142007,0.594970345,NA,4.54517212924192,"NS","P46935"
"875","P46938","Yap1",293,10.94880523,11.36391572,14.066846,15.29727454,14.36297116,14.85345577,13.98067513,15.21829834,14.87838625,14.99377872,0.74601876,0.122647743,0.74601876,0.861197294,NA,1.27250251264544,"NS","P46938"
"876","P47738","Aldh2",1076,13.3537632,14.54287851,15.80671852,16.14833746,15.47945404,16.04533328,14.47448496,15.76874864,15.61217692,15.1921267,0.149594168,-0.608076518,0.149594168,0.373412701,NA,8.25085337319078,"NS","P47738"
"877","P47753",NA,320,12.96965633,12.07424183,15.41587378,15.9794252,15.29260922,15.28810907,14.80372753,16.10486489,16.01837407,15.38309674,0.824147404,0.083511492,0.824147404,0.903403006,NA,0.839951050279225,"NS","P47753"
"878","P47754","Capza2",226,14.32880946,13.25437407,15.76454331,16.62853144,15.85565673,16.08782076,15.16417453,16.96426117,16.71681279,16.37083584,0.645869366,0.219883025,0.645869366,0.806100357,NA,1.8985531383534,"NS","P47754"
"879","P47757","Capzb",587,13.84020295,13.81322045,16.39822544,17.14663757,16.38305329,16.57452428,15.44332402,17.01934616,16.61416635,16.64322541,0.600890881,-0.195594662,0.600890881,0.774652012,NA,2.21204386703072,"NS","P47757"
"880","P47758","Srprb",504,11.80315371,12.1447206,14.50851075,15.38472533,14.61186949,14.73937587,13.64957215,15.3064787,15.1654354,14.63481238,0.767917868,-0.122045705,0.767917868,0.872877353,NA,1.14685227080231,"NS","P47758"
"881","P47856","Gfpt1",331,10.92955432,11.73893668,12.7202015,13.25827158,12.57735801,13.07706604,12.06921478,13.48242984,13.385458,12.95864333,0.862406968,0.065712207,0.862406968,0.926036467,NA,0.642877431687876,"NS","P47856"
"882","P47857","Pfkm",1308,13.07628509,12.63888838,14.55394969,15.76448044,14.7105198,15.05514728,12.87024235,14.75803594,13.91208926,14.75884009,0.095369535,-0.946222395,0.095369535,0.311202189,NA,10.2059033488078,"NS_INT","P47857"
"883","P47911","Rpl6",359,14.61418668,14.18828929,16.04561068,16.83136894,16.24174721,16.1455941,15.73865726,16.85649099,15.97584073,16.74356815,0.969289622,0.012559055,0.969289622,0.983774648,NA,0.135464371463843,"NS","P47911"
"884","P47915","Rpl29",661,14.06659378,13.42547819,16.06816947,16.38729374,16.20357742,15.83770184,15.38636774,16.20315679,15.49066288,16.43428615,0.42432034,-0.245567226,0.42432034,0.651877619,NA,3.72306149619106,"NS","P47915"
